Time, Battery, PoorSignal, Attention, Meditation, Raw, Delta, Theta, lowAlpha, highAlpha, lowBeta, highBeta, lowGamma, highGamma, Blink
46:05.0,0,0,51,37,43,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,53,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,49,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,71,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,120,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,162,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,154,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,117,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,100,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,12,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,6,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,44,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,80,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,76,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,68,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,49,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,28,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,38,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,49,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,56,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,49,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,45,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,75,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,98,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,97,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,91,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,90,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,83,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,55,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,32,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,9,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-12,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-37,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-35,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-1,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,21,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,25,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,38,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,74,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,85,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,67,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,70,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,98,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,107,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,52,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,26,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,34,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,69,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,51,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,24,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,27,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,51,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,51,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,3,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-4,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,43,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-30,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-18,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,0,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,4,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,13,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,34,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,56,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,70,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,65,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,60,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,39,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,11,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,18,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,26,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,13,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-26,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-30,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,12,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,36,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,20,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,2,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,0,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,8,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,55,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,68,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,50,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,33,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,27,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,1,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-40,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-44,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,9,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,76,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,106,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,99,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,57,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,42,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,139,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,128,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,38,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,38,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,40,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,27,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,23,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,40,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,67,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,40,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,19,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,20,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,44,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,50,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,20,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,38,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,108,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,61,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,61,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,58,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,39,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,45,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,128,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,117,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,76,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,67,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,80,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,98,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,133,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,155,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,136,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,106,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,99,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,108,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,118,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,105,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,80,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,82,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,97,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,97,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,58,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,90,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,58,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,69,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,98,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,99,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,69,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,71,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,98,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,129,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,129,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,119,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,125,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,140,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,146,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,120,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,84,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,87,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,65,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,35,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,48,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,75,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,96,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,92,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,82,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,73,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,67,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,80,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,130,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,150,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,141,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,116,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,97,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,83,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,53,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,49,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,60,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,82,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,87,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,84,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,93,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,107,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,93,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,70,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,65,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,52,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,35,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,58,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,104,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,128,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,124,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,114,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,114,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,118,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,104,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,83,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,77,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,90,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,83,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,72,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,58,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,37,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,40,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,84,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,74,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,65,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,54,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,60,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,64,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,57,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,24,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,-7,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,4,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,44,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,71,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,92,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,101,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,86,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,65,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,52,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,45,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,49,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,51,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,44,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,27,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,26,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,57,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,84,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,82,653217,47602,5948,4083,4384,5499,2307,2620,45
46:05.0,0,0,51,37,75,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,70,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,68,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,74,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,85,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,84,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,40,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,57,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,91,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,88,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,67,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,77,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,81,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,91,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,113,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,119,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,100,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,69,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,73,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,92,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,105,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,103,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,59,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,33,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,58,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,84,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,56,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,27,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,57,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,96,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,77,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,66,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,104,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,148,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,147,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,128,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,120,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,108,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,97,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,105,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,129,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,118,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,89,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,75,653217,47602,5948,4083,4384,5499,2307,2620,45
46:06.0,0,0,51,37,89,653217,47602,5948,4083,4384,5499,2307,2620,45
